0,1,2,3,4,5,6
"{'key': 'rank', 'value': '483'}","{'key': 'fullName', 'value': 'SCANA Corporation'}","{'key': 'revenues', 'value': '4601.00'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Cayce'}","{'key': 'hqState', 'value': 'SC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SCANA Corporation'}"
"{'key': 'rank', 'value': '484'}","{'key': 'fullName', 'value': 'Cognizant Technology Solutions Corporation'}","{'key': 'revenues', 'value': '4592.40'}","{'key': 'industry', 'value': 'Information Technology Services'}","{'key': 'hqCity', 'value': 'Teaneck'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cognizant Technology Solutions Corporation'}"
"{'key': 'rank', 'value': '485'}","{'key': 'fullName', 'value': 'Terex Corporation'}","{'key': 'revenues', 'value': '4575.90'}","{'key': 'industry', 'value': 'Construction and Farm Machinery'}","{'key': 'hqCity', 'value': 'Westport'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Terex Corporation'}"
"{'key': 'rank', 'value': '486'}","{'key': 'fullName', 'value': 'PulteGroup, Inc.'}","{'key': 'revenues', 'value': '4569.30'}","{'key': 'industry', 'value': 'Homebuilders'}","{'key': 'hqCity', 'value': 'Bloomfield Hills'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PulteGroup, Inc.'}"
"{'key': 'rank', 'value': '487'}","{'key': 'fullName', 'value': 'Genzyme Corporation'}","{'key': 'revenues', 'value': '4535.90'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqCity', 'value': 'Cambridge'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Genzyme Corporation'}"
"{'key': 'rank', 'value': '460'}","{'key': 'fullName', 'value': 'SPX Corporation'}","{'key': 'revenues', 'value': '4892.70'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Charlotte'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SPX Corporation'}"
"{'key': 'rank', 'value': '461'}","{'key': 'fullName', 'value': 'Erie Insurance Group'}","{'key': 'revenues', 'value': '4890.00'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'Erie'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Erie Insurance Group'}"
"{'key': 'rank', 'value': '462'}","{'key': 'fullName', 'value': 'Bemis Company, Inc.'}","{'key': 'revenues', 'value': '4890.00'}","{'key': 'industry', 'value': 'Packaging, Containers'}","{'key': 'hqCity', 'value': 'Neenah'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Bemis Company, Inc.'}"
"{'key': 'rank', 'value': '463'}","{'key': 'fullName', 'value': 'Meritor Inc.'}","{'key': 'revenues', 'value': '4882.00'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqCity', 'value': 'Troy'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Meritor Inc.'}"
"{'key': 'rank', 'value': '464'}","{'key': 'fullName', 'value': 'Dick&#8217;s Sporting Goods, Inc.'}","{'key': 'revenues', 'value': '4871.50'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqCity', 'value': 'Coraopolis'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Dick's Sporting Goods, Inc.""}"
"{'key': 'rank', 'value': '465'}","{'key': 'fullName', 'value': 'General Cable Corporation'}","{'key': 'revenues', 'value': '4864.90'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqCity', 'value': 'Highland Heights'}","{'key': 'hqState', 'value': 'KY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'General Cable Corporation'}"
"{'key': 'rank', 'value': '466'}","{'key': 'fullName', 'value': 'Rockwell Automation, Inc.'}","{'key': 'revenues', 'value': '4857.00'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqCity', 'value': 'Milwaukee'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Rockwell Automation, Inc.'}"
"{'key': 'rank', 'value': '467'}","{'key': 'fullName', 'value': 'United Stationers Inc.'}","{'key': 'revenues', 'value': '4832.20'}","{'key': 'industry', 'value': 'Wholesalers: Electronics and Office Equipment'}","{'key': 'hqCity', 'value': 'Deerfield'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'United Stationers Inc.'}"
"{'key': 'rank', 'value': '468'}","{'key': 'fullName', 'value': 'SanDisk Corporation'}","{'key': 'revenues', 'value': '4826.80'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'Milpitas'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SanDisk Corporation'}"
"{'key': 'rank', 'value': '469'}","{'key': 'fullName', 'value': 'NCR Corporation'}","{'key': 'revenues', 'value': '4819.00'}","{'key': 'industry', 'value': 'Computers, Office Equipment'}","{'key': 'hqCity', 'value': 'Duluth'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NCR Corporation'}"
"{'key': 'rank', 'value': '470'}","{'key': 'fullName', 'value': 'The Washington Post Company'}","{'key': 'revenues', 'value': '4817.10'}","{'key': 'industry', 'value': 'Education'}","{'key': 'hqCity', 'value': 'Washington'}","{'key': 'hqState', 'value': 'DC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Washington Post Company'}"
"{'key': 'rank', 'value': '471'}","{'key': 'fullName', 'value': 'Insight Enterprises, Inc.'}","{'key': 'revenues', 'value': '4809.90'}","{'key': 'industry', 'value': 'Wholesalers: Electronics and Office Equipment'}","{'key': 'hqCity', 'value': 'Tempe'}","{'key': 'hqState', 'value': 'AZ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Insight Enterprises, Inc.'}"
"{'key': 'rank', 'value': '472'}","{'key': 'fullName', 'value': 'Alliant Techsystems Inc.'}","{'key': 'revenues', 'value': '4807.70'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqCity', 'value': 'Minneapolis'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alliant Techsystems Inc.'}"
"{'key': 'rank', 'value': '473'}","{'key': 'fullName', 'value': 'Atmos Energy Corporation'}","{'key': 'revenues', 'value': '4789.70'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Dallas'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Atmos Energy Corporation'}"
"{'key': 'rank', 'value': '474'}","{'key': 'fullName', 'value': 'AbitibiBowater Inc.'}","{'key': 'revenues', 'value': '4746.00'}","{'key': 'industry', 'value': 'Forest and Paper Products'}","{'key': 'hqCity', 'value': 'Greenville'}","{'key': 'hqState', 'value': 'SC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AbitibiBowater Inc.'}"
"{'key': 'rank', 'value': '475'}","{'key': 'fullName', 'value': 'W.R. Berkley Corporation'}","{'key': 'revenues', 'value': '4724.10'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'Greenwich'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'W.R. Berkley Corporation'}"
"{'key': 'rank', 'value': '444'}","{'key': 'fullName', 'value': 'Live Nation Entertainment, Inc.'}","{'key': 'revenues', 'value': '5063.70'}","{'key': 'industry', 'value': 'Entertainment'}","{'key': 'hqCity', 'value': 'Beverly Hills'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Live Nation Entertainment, Inc.'}"
"{'key': 'rank', 'value': '445'}","{'key': 'fullName', 'value': 'Avaya Inc.'}","{'key': 'revenues', 'value': '5060.00'}","{'key': 'industry', 'value': 'Network and Other Communications Equipment'}","{'key': 'hqCity', 'value': 'Basking Ridge'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Avaya Inc.'}"
"{'key': 'rank', 'value': '446'}","{'key': 'fullName', 'value': 'Foot Locker, Inc.'}","{'key': 'revenues', 'value': '5049.00'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Foot Locker, Inc.'}"
"{'key': 'rank', 'value': '447'}","{'key': 'fullName', 'value': 'Laboratory Corporation of America Holdings'}","{'key': 'revenues', 'value': '5003.90'}","{'key': 'industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqCity', 'value': 'Burlington'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Laboratory Corporation of America Holdings'}"
"{'key': 'rank', 'value': '448'}","{'key': 'fullName', 'value': 'Owens Corning'}","{'key': 'revenues', 'value': '4997.00'}","{'key': 'industry', 'value': 'Building Materials, Glass'}","{'key': 'hqCity', 'value': 'Toledo'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Owens Corning'}"
"{'key': 'rank', 'value': '449'}","{'key': 'fullName', 'value': 'Nash-Finch Company'}","{'key': 'revenues', 'value': '4992.00'}","{'key': 'industry', 'value': 'Wholesalers: Food and Grocery'}","{'key': 'hqCity', 'value': 'Minneapolis'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Nash-Finch Company'}"
"{'key': 'rank', 'value': '450'}","{'key': 'fullName', 'value': 'Telephone and Data Systems, Inc.'}","{'key': 'revenues', 'value': '4986.80'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqCity', 'value': 'Chicago'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Telephone and Data Systems, Inc.'}"
"{'key': 'rank', 'value': '451'}","{'key': 'fullName', 'value': 'Polo Ralph Lauren Corporation'}","{'key': 'revenues', 'value': '4978.90'}","{'key': 'industry', 'value': 'Apparel'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Polo Ralph Lauren Corporation'}"
"{'key': 'rank', 'value': '452'}","{'key': 'fullName', 'value': 'Apollo Group, Inc.'}","{'key': 'revenues', 'value': '4958.10'}","{'key': 'industry', 'value': 'Education'}","{'key': 'hqCity', 'value': 'Phoenix'}","{'key': 'hqState', 'value': 'AZ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Apollo Group, Inc.'}"
"{'key': 'rank', 'value': '453'}","{'key': 'fullName', 'value': 'Big Lots, Inc.'}","{'key': 'revenues', 'value': '4952.20'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqCity', 'value': 'Columbus'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Big Lots, Inc.'}"
"{'key': 'rank', 'value': '454'}","{'key': 'fullName', 'value': 'Con-way Inc.'}","{'key': 'revenues', 'value': '4952.00'}","{'key': 'industry', 'value': 'Transportation and Logistics'}","{'key': 'hqCity', 'value': 'Ann Arbor'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Con-way Inc.'}"
"{'key': 'rank', 'value': '455'}","{'key': 'fullName', 'value': 'Kelly Services, Inc.'}","{'key': 'revenues', 'value': '4950.30'}","{'key': 'industry', 'value': 'Temporary Help'}","{'key': 'hqCity', 'value': 'Troy'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Kelly Services, Inc.'}"
"{'key': 'rank', 'value': '456'}","{'key': 'fullName', 'value': 'Western &#038; Southern Mutual Holding Company'}","{'key': 'revenues', 'value': '4921.10'}","{'key': 'industry', 'value': 'Insurance: Life, Health (Mutual)'}","{'key': 'hqCity', 'value': 'Cincinnati'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Western & Southern Mutual Holding Company'}"
"{'key': 'rank', 'value': '457'}","{'key': 'fullName', 'value': 'Allergan, Inc.'}","{'key': 'revenues', 'value': '4919.40'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqCity', 'value': 'Irvine'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Allergan, Inc.'}"
"{'key': 'rank', 'value': '458'}","{'key': 'fullName', 'value': 'Harley-Davidson, Inc.'}","{'key': 'revenues', 'value': '4907.90'}","{'key': 'industry', 'value': 'Transportation Equipment'}","{'key': 'hqCity', 'value': 'Milwaukee'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Harley-Davidson, Inc.'}"
"{'key': 'rank', 'value': '459'}","{'key': 'fullName', 'value': 'Northeast Utilities'}","{'key': 'revenues', 'value': '4898.20'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Berlin'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Northeast Utilities'}"
"{'key': 'rank', 'value': '432'}","{'key': 'fullName', 'value': 'Avis Budget Group, Inc.'}","{'key': 'revenues', 'value': '5185.00'}","{'key': 'industry', 'value': 'Automotive Retailing, Services'}","{'key': 'hqCity', 'value': 'Parsippany'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Avis Budget Group, Inc.'}"
"{'key': 'rank', 'value': '433'}","{'key': 'fullName', 'value': 'Momentive Specialty Chemicals Inc.'}","{'key': 'revenues', 'value': '5174.00'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Columbus'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Momentive Specialty Chemicals Inc.'}"
"{'key': 'rank', 'value': '434'}","{'key': 'fullName', 'value': 'SunGard Data Systems Inc.'}","{'key': 'revenues', 'value': '5172.00'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Wayne'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SunGard Data Systems Inc.'}"
"{'key': 'rank', 'value': '435'}","{'key': 'fullName', 'value': 'Health Management Associates, Inc.'}","{'key': 'revenues', 'value': '5169.00'}","{'key': 'industry', 'value': 'Health Care: Medical Facilities'}","{'key': 'hqCity', 'value': 'Naples'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Health Management Associates, Inc.'}"
"{'key': 'rank', 'value': '436'}","{'key': 'fullName', 'value': 'St. Jude Medical, Inc.'}","{'key': 'revenues', 'value': '5164.80'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'St. Paul'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'St. Jude Medical, Inc.'}"
"{'key': 'rank', 'value': '437'}","{'key': 'fullName', 'value': 'Ryder System, Inc.'}","{'key': 'revenues', 'value': '5136.40'}","{'key': 'industry', 'value': 'Trucking, Truck Leasing'}","{'key': 'hqCity', 'value': 'Miami'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ryder System, Inc.'}"
"{'key': 'rank', 'value': '438'}","{'key': 'fullName', 'value': 'Booz Allen Hamilton Holding Corp.'}","{'key': 'revenues', 'value': '5122.60'}","{'key': 'industry', 'value': 'Information Technology Services'}","{'key': 'hqCity', 'value': 'McLean'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Booz Allen Hamilton Holding Corp.'}"
"{'key': 'rank', 'value': '439'}","{'key': 'fullName', 'value': 'EMCOR Group, Inc.'}","{'key': 'revenues', 'value': '5121.30'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqCity', 'value': 'Norwalk'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'EMCOR Group, Inc.'}"
"{'key': 'rank', 'value': '440'}","{'key': 'fullName', 'value': 'CB Richard Ellis Group, Inc.'}","{'key': 'revenues', 'value': '5119.20'}","{'key': 'industry', 'value': 'Real estate'}","{'key': 'hqCity', 'value': 'Los Angeles'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CB Richard Ellis Group, Inc.'}"
"{'key': 'rank', 'value': '441'}","{'key': 'fullName', 'value': 'Spectra Energy Corp'}","{'key': 'revenues', 'value': '5071.00'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Spectra Energy Corp'}"
"{'key': 'rank', 'value': '441'}","{'key': 'fullName', 'value': 'Starwood Hotels &#038; Resorts Worldwide, Inc.'}","{'key': 'revenues', 'value': '5071.00'}","{'key': 'industry', 'value': 'Hotels, Casinos, Resorts'}","{'key': 'hqCity', 'value': 'White Plains'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Starwood Hotels & Resorts Worldwide, Inc.'}"
"{'key': 'rank', 'value': '443'}","{'key': 'fullName', 'value': 'WESCO International, Inc.'}","{'key': 'revenues', 'value': '5063.90'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqCity', 'value': 'Pittsburgh'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'WESCO International, Inc.'}"
"{'key': 'rank', 'value': '428'}","{'key': 'fullName', 'value': 'CONSOL Energy Inc.'}","{'key': 'revenues', 'value': '5236.00'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'Canonsburg'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CONSOL Energy Inc.'}"
"{'key': 'rank', 'value': '429'}","{'key': 'fullName', 'value': 'Harris Corporation'}","{'key': 'revenues', 'value': '5206.10'}","{'key': 'industry', 'value': 'Network and Other Communications Equipment'}","{'key': 'hqCity', 'value': 'Melbourne'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Harris Corporation'}"
"{'key': 'rank', 'value': '430'}","{'key': 'fullName', 'value': 'Integrys Energy Group, Inc.'}","{'key': 'revenues', 'value': '5203.20'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Chicago'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Integrys Energy Group, Inc.'}"
"{'key': 'rank', 'value': '431'}","{'key': 'fullName', 'value': 'The Western Union Company'}","{'key': 'revenues', 'value': '5192.70'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Englewood'}","{'key': 'hqState', 'value': 'CO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Western Union Company'}"
"{'key': 'rank', 'value': '420'}","{'key': 'fullName', 'value': 'WellCare Health Plans, Inc.'}","{'key': 'revenues', 'value': '5440.20'}","{'key': 'industry', 'value': 'Health Care: Insurance and Managed Care'}","{'key': 'hqCity', 'value': 'Tampa'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'WellCare Health Plans, Inc.'}"
"{'key': 'rank', 'value': '421'}","{'key': 'fullName', 'value': 'Pitney Bowes Inc.'}","{'key': 'revenues', 'value': '5425.30'}","{'key': 'industry', 'value': 'Computers, Office Equipment'}","{'key': 'hqCity', 'value': 'Stamford'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pitney Bowes Inc.'}"
"{'key': 'rank', 'value': '422'}","{'key': 'fullName', 'value': 'CH2M HILL Companies, Ltd.'}","{'key': 'revenues', 'value': '5422.80'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqCity', 'value': 'Englewood'}","{'key': 'hqState', 'value': 'CO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CH2M HILL Companies, Ltd.'}"
"{'key': 'rank', 'value': '423'}","{'key': 'fullName', 'value': 'The Lubrizol Corporation'}","{'key': 'revenues', 'value': '5417.80'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Wickliffe'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Lubrizol Corporation'}"
"{'key': 'rank', 'value': '424'}","{'key': 'fullName', 'value': 'O&#8217;Reilly Automotive, Inc.'}","{'key': 'revenues', 'value': '5397.50'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqCity', 'value': 'Springfield'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""O'Reilly Automotive, Inc.""}"
"{'key': 'rank', 'value': '425'}","{'key': 'fullName', 'value': 'Auto-Owners Insurance Group'}","{'key': 'revenues', 'value': '5395.80'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Mutual)'}","{'key': 'hqCity', 'value': 'Lansing'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Auto-Owners Insurance Group'}"
"{'key': 'rank', 'value': '426'}","{'key': 'fullName', 'value': 'Fidelity National Information Services, Inc.'}","{'key': 'revenues', 'value': '5331.00'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Jacksonville'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Fidelity National Information Services, Inc.'}"
"{'key': 'rank', 'value': '427'}","{'key': 'fullName', 'value': 'Mohawk Industries, Inc.'}","{'key': 'revenues', 'value': '5319.10'}","{'key': 'industry', 'value': 'zMiscellaneous'}","{'key': 'hqCity', 'value': 'Calhoun'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Mohawk Industries, Inc.'}"
"{'key': 'rank', 'value': '407'}","{'key': 'fullName', 'value': 'UGI Corporation'}","{'key': 'revenues', 'value': '5591.40'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqCity', 'value': 'King of Prussia'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'UGI Corporation'}"
