0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"{'key': 'rank', 'value': '861'}","{'key': 'revenues', 'value': '2404'}","{'key': 'revchange', 'value': '-6.2'}","{'key': 'profits', 'value': '1375'}","{'key': 'prftchange', 'value': '106.4'}","{'key': 'assets', 'value': '24074'}","{'key': 'employees', 'value': '1700'}","{'key': 'mktval', 'value': '26237'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Real estate'}","{'key': 'hqcity', 'value': 'Chicago'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'General Growth Properties'}"
"{'key': 'rank', 'value': '860'}","{'key': 'revenues', 'value': '2418'}","{'key': 'revchange', 'value': '-47.7'}","{'key': 'profits', 'value': '-749'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '2136'}","{'key': 'employees', 'value': '2638'}","{'key': 'mktval', 'value': '540'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqcity', 'value': 'Cleveland'}","{'key': 'hqstate', 'value': 'OH'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cliffs Natural Resources'}"
"{'key': 'rank', 'value': '859'}","{'key': 'revenues', 'value': '2418'}","{'key': 'revchange', 'value': '-28.2'}","{'key': 'profits', 'value': '-752'}","{'key': 'prftchange', 'value': '-241.9'}","{'key': 'assets', 'value': '11238'}","{'key': 'employees', 'value': '1640'}","{'key': 'mktval', 'value': '3616'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqcity', 'value': 'Oklahoma City'}","{'key': 'hqstate', 'value': 'OK'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Enable Midstream Partners'}"
"{'key': 'rank', 'value': '858'}","{'key': 'revenues', 'value': '2419'}","{'key': 'revchange', 'value': '-6.1'}","{'key': 'profits', 'value': '484'}","{'key': 'prftchange', 'value': '-3.8'}","{'key': 'assets', 'value': '8341'}","{'key': 'employees', 'value': '6670'}","{'key': 'mktval', 'value': '9271'}","{'key': 'sector', 'value': 'Transportation'}","{'key': 'industry', 'value': 'Railroads'}","{'key': 'hqcity', 'value': 'Kansas City'}","{'key': 'hqstate', 'value': 'MO'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Kansas City Southern'}"
"{'key': 'rank', 'value': '857'}","{'key': 'revenues', 'value': '2420'}","{'key': 'revchange', 'value': '-10.1'}","{'key': 'profits', 'value': '94'}","{'key': 'prftchange', 'value': '47.6'}","{'key': 'assets', 'value': '2692'}","{'key': 'employees', 'value': '7600'}","{'key': 'mktval', 'value': '2680'}","{'key': 'sector', 'value': 'Materials'}","{'key': 'industry', 'value': 'Building Materials, Glass'}","{'key': 'hqcity', 'value': 'Lancaster'}","{'key': 'hqstate', 'value': 'PA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Armstrong World Industries'}"
"{'key': 'rank', 'value': '856'}","{'key': 'revenues', 'value': '2421'}","{'key': 'revchange', 'value': '-45.6'}","{'key': 'profits', 'value': '-275'}","{'key': 'prftchange', 'value': '-177.3'}","{'key': 'assets', 'value': '4992'}","{'key': 'employees', 'value': '6000'}","{'key': 'mktval', 'value': '4780'}","{'key': 'sector', 'value': 'Household Products'}","{'key': 'industry', 'value': 'Household and Personal Products'}","{'key': 'hqcity', 'value': 'Chesterfield'}","{'key': 'hqstate', 'value': 'MO'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Edgewell Personal Care'}"
"{'key': 'rank', 'value': '855'}","{'key': 'revenues', 'value': '2435'}","{'key': 'revchange', 'value': '-6.8'}","{'key': 'profits', 'value': '197'}","{'key': 'prftchange', 'value': '18.2'}","{'key': 'assets', 'value': '5410'}","{'key': 'employees', 'value': '5600'}","{'key': 'mktval', 'value': '4185'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqcity', 'value': 'Evansville'}","{'key': 'hqstate', 'value': 'IN'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Vectren'}"
"{'key': 'rank', 'value': '854'}","{'key': 'revenues', 'value': '2446'}","{'key': 'revchange', 'value': '6.9'}","{'key': 'profits', 'value': '12'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '2695'}","{'key': 'employees', 'value': '5345'}","{'key': 'mktval', 'value': '2616'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Network and Other Communications Equipment'}","{'key': 'hqcity', 'value': 'Hanover'}","{'key': 'hqstate', 'value': 'MD'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ciena'}"
"{'key': 'rank', 'value': '678'}","{'key': 'revenues', 'value': '3258'}","{'key': 'revchange', 'value': '42.2'}","{'key': 'profits', 'value': '798'}","{'key': 'prftchange', 'value': '74.4'}","{'key': 'assets', 'value': '3719'}","{'key': 'employees', 'value': '6700'}","{'key': 'mktval', 'value': '14811'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqcity', 'value': 'Woburn'}","{'key': 'hqstate', 'value': 'MA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'yes'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Skyworks Solutions'}"
"{'key': 'rank', 'value': '853'}","{'key': 'revenues', 'value': '2459'}","{'key': 'revchange', 'value': '-5.5'}","{'key': 'profits', 'value': '292'}","{'key': 'prftchange', 'value': '-6.8'}","{'key': 'assets', 'value': '10706'}","{'key': 'employees', 'value': '2330'}","{'key': 'mktval', 'value': '7026'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqcity', 'value': 'Topeka'}","{'key': 'hqstate', 'value': 'KS'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Westar Energy'}"
"{'key': 'rank', 'value': '852'}","{'key': 'revenues', 'value': '2462'}","{'key': 'revchange', 'value': '0.1'}","{'key': 'profits', 'value': '120'}","{'key': 'prftchange', 'value': '55.4'}","{'key': 'assets', 'value': '1853'}","{'key': 'employees', 'value': '2186'}","{'key': 'mktval', 'value': ''}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Insurance: Life, Health (Mutual)'}","{'key': 'hqcity', 'value': 'Cleveland'}","{'key': 'hqstate', 'value': 'OH'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Medical Mutual of Ohio'}"
"{'key': 'rank', 'value': '679'}","{'key': 'revenues', 'value': '3254'}","{'key': 'revchange', 'value': '-2.9'}","{'key': 'profits', 'value': '378'}","{'key': 'prftchange', 'value': '-1.3'}","{'key': 'assets', 'value': '12495'}","{'key': 'employees', 'value': '4070'}","{'key': 'mktval', 'value': '8435'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqcity', 'value': 'Madison'}","{'key': 'hqstate', 'value': 'WI'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'yes'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alliant Energy'}"
"{'key': 'rank', 'value': '851'}","{'key': 'revenues', 'value': '2464'}","{'key': 'revchange', 'value': '16.1'}","{'key': 'profits', 'value': '138'}","{'key': 'prftchange', 'value': '-2'}","{'key': 'assets', 'value': '5359'}","{'key': 'employees', 'value': '5876'}","{'key': 'mktval', 'value': '3125'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqcity', 'value': 'Las Vegas'}","{'key': 'hqstate', 'value': 'NV'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Southwest Gas'}"
"{'key': 'rank', 'value': '680'}","{'key': 'revenues', 'value': '3253'}","{'key': 'revchange', 'value': '4'}","{'key': 'profits', 'value': '813'}","{'key': 'prftchange', 'value': '3.3'}","{'key': 'assets', 'value': '26375'}","{'key': 'employees', 'value': '5690'}","{'key': 'mktval', 'value': '16870'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Securities'}","{'key': 'hqcity', 'value': 'Omaha'}","{'key': 'hqstate', 'value': 'NE'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'TD Ameritrade Holding'}"
"{'key': 'rank', 'value': '681'}","{'key': 'revenues', 'value': '3242'}","{'key': 'revchange', 'value': '-46'}","{'key': 'profits', 'value': '460'}","{'key': 'prftchange', 'value': '-56.7'}","{'key': 'assets', 'value': '8538'}","{'key': 'employees', 'value': '10020'}","{'key': 'mktval', 'value': '5129'}","{'key': 'sector', 'value': 'Media'}","{'key': 'industry', 'value': 'Entertainment'}","{'key': 'hqcity', 'value': 'McLean'}","{'key': 'hqstate', 'value': 'VA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'yes'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'TEGNA'}"
"{'key': 'rank', 'value': '850'}","{'key': 'revenues', 'value': '2470'}","{'key': 'revchange', 'value': '-22.8'}","{'key': 'profits', 'value': '82'}","{'key': 'prftchange', 'value': '15.4'}","{'key': 'assets', 'value': '886'}","{'key': 'employees', 'value': '2997'}","{'key': 'mktval', 'value': ''}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Petroleum Refining'}","{'key': 'hqcity', 'value': 'Warren'}","{'key': 'hqstate', 'value': 'PA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'United Refining'}"
"{'key': 'rank', 'value': '849'}","{'key': 'revenues', 'value': '2472'}","{'key': 'revchange', 'value': '-1.4'}","{'key': 'profits', 'value': '-62'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1030'}","{'key': 'employees', 'value': '14800'}","{'key': 'mktval', 'value': ''}","{'key': 'sector', 'value': 'Food and Drug Stores'}","{'key': 'industry', 'value': 'Food and Drug Stores'}","{'key': 'hqcity', 'value': 'Williamsville'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tops Holding'}"
"{'key': 'rank', 'value': '682'}","{'key': 'revenues', 'value': '3231'}","{'key': 'revchange', 'value': '3.9'}","{'key': 'profits', 'value': '120'}","{'key': 'prftchange', 'value': '-71.2'}","{'key': 'assets', 'value': '5210'}","{'key': 'employees', 'value': '5000'}","{'key': 'mktval', 'value': '3911'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Internet Services and Retailing'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'IAC/InterActiveCorp'}"
"{'key': 'rank', 'value': '848'}","{'key': 'revenues', 'value': '2485'}","{'key': 'revchange', 'value': '-1.1'}","{'key': 'profits', 'value': '516'}","{'key': 'prftchange', 'value': '14.1'}","{'key': 'assets', 'value': '7785'}","{'key': 'employees', 'value': '3200'}","{'key': 'mktval', 'value': '8768'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Securities'}","{'key': 'hqcity', 'value': 'West Palm Beach'}","{'key': 'hqstate', 'value': 'FL'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Affiliated Managers Group'}"
"{'key': 'rank', 'value': '683'}","{'key': 'revenues', 'value': '3229'}","{'key': 'revchange', 'value': '-8'}","{'key': 'profits', 'value': '221'}","{'key': 'prftchange', 'value': '-41.4'}","{'key': 'assets', 'value': '2356'}","{'key': 'employees', 'value': '15100'}","{'key': 'mktval', 'value': '2138'}","{'key': 'sector', 'value': 'Apparel'}","{'key': 'industry', 'value': 'Apparel'}","{'key': 'hqcity', 'value': 'Richardson'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Fossil Group'}"
"{'key': 'rank', 'value': '847'}","{'key': 'revenues', 'value': '2486'}","{'key': 'revchange', 'value': '-6.4'}","{'key': 'profits', 'value': '352'}","{'key': 'prftchange', 'value': '90.7'}","{'key': 'assets', 'value': '3724'}","{'key': 'employees', 'value': '9700'}","{'key': 'mktval', 'value': '3314'}","{'key': 'sector', 'value': 'Industrials'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqcity', 'value': 'White Plains'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'yes'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'ITT'}"
